"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
9.05,8.63,108,0,69.96,14.48,"Delta","api","alta","success"
14.49,8.64,111,4,89.87,28.94,"Alpha","auth","baja","success"
10.84,8.29,127,1,84.52,30.9,"Delta","api","media","success"
11.14,11.46,106,1,81.35,18.63,"Alpha","auth","media","success"
11.55,12.29,100,3,81.96,7.36,"Gamma","database","media","success"
4.55,12.58,128,3,98.31,6.89,"Alpha","ui","baja","success"
15.35,4.72,120,4,98.23,22.49,"Delta","ui","media","success"
6.23,5.98,116,5,88.86,3.35,"Gamma","database","media","failed"
11.17,4.85,122,2,50.97,13.39,"Gamma","payments","media","success"
10.25,6.95,100,4,82.36,26.8,"Beta","payments","alta","success"
11.13,8.76,138,0,82.52,13.48,"Gamma","auth","baja","success"
17.84,8.47,107,1,83.12,6.59,"Alpha","ui","media","success"
9.67,7.42,114,2,78.13,4.33,"Alpha","ui","media","rolled_back"
8.87,7.61,108,4,84.23,4.14,"Beta","payments","media","failed"
5.92,6.95,117,2,96.06,14.15,"Delta","ui","media","success"
8.78,5.85,124,0,78.26,10.95,"Alpha","payments","media","success"
7.34,6.17,99,1,83.26,17.75,"Beta","database","baja","rolled_back"
13.63,5.93,112,2,64.96,5.99,"Alpha","auth","media","success"
8.55,6.73,124,1,78.32,16.06,"Delta","payments","media","success"
13.22,4.51,105,1,86.4,28.17,"Delta","payments","baja","success"
11.41,11.08,108,1,90.61,17.47,"Delta","api","crítica","failed"
6.27,12.88,110,3,75.78,18.6,"Beta","api","media","failed"
8.84,4.73,123,5,77.75,7.75,"Gamma","database","baja","success"
15.54,11.14,105,1,52.44,7.94,"Alpha","auth","alta","failed"
15.61,8.28,105,4,93.36,2.87,"Gamma","database","baja","success"
20.02,8.07,117,1,87.4,7.52,"Gamma","ui","media","success"
11.99,8.15,106,1,76.19,23.1,"Alpha","database","baja","failed"
6.02,9.14,110,2,84.85,19.99,"Gamma","api","media","success"
8.93,8.26,119,0,81.85,5.51,"Gamma","api","crítica","success"
13.63,5.85,109,5,79.86,16.87,"Alpha","payments","alta","success"
19.6,8.35,102,1,99.71,5.39,"Delta","api","alta","success"
12.44,10.19,109,2,62.77,21.13,"Gamma","database","media","success"
16.56,7.41,126,1,68.2,8.36,"Beta","ui","baja","failed"
15.07,4.94,118,1,83.16,10.44,"Beta","database","baja","failed"
7.33,3.87,107,1,79.13,16.27,"Delta","ui","alta","success"
11.32,9.56,115,1,70.18,3.7,"Gamma","api","alta","success"
17.22,7.84,114,3,90.1,20.08,"Beta","auth","media","success"
15.5,6.52,118,2,86.6,4.62,"Gamma","api","crítica","success"
13.86,8.56,105,1,92.26,2.15,"Beta","database","baja","success"
13.91,6.26,113,4,66.17,6,"Alpha","payments","baja","success"
10.03,7.79,127,2,54.9,11.7,"Gamma","payments","baja","success"
6.72,8.71,125,3,77.89,19.4,"Alpha","auth","baja","success"
17.18,2.9,107,2,73.81,7.59,"Beta","auth","media","success"
6.32,5.54,123,0,54.23,9.37,"Beta","ui","media","success"
8.24,4.7,118,0,66.27,9.61,"Gamma","auth","media","success"
14.52,4.91,127,2,76.23,6.59,"Beta","api","baja","rolled_back"
6.95,11.88,109,2,53.56,8.63,"Delta","payments","media","failed"
9.79,10.96,135,2,53.71,11.32,"Delta","database","media","success"
7.27,9.91,119,2,88.82,7.78,"Beta","database","media","success"
14.48,7.07,124,3,63.6,11.7,"Beta","api","media","failed"
13.79,10.96,130,1,67.49,22.01,"Gamma","database","alta","success"
13.69,4.95,123,3,82.13,2.04,"Gamma","auth","baja","success"
13.77,3.01,99,1,61.94,18.48,"Delta","auth","media","failed"
14.23,0.43,129,0,68.26,25.09,"Delta","api","baja","success"
14.56,8.57,109,2,87.83,7.49,"Beta","database","alta","success"
4.13,8.09,110,1,68.81,12.09,"Beta","database","baja","success"
11.4,6.02,115,0,87.75,12.27,"Alpha","database","crítica","success"
12.45,9.22,117,4,46.2,10.22,"Delta","api","media","success"
14.9,8.11,110,0,61.16,8.59,"Alpha","ui","alta","success"
7.25,7.24,103,1,87.73,15.71,"Delta","payments","alta","failed"
10,11.19,107,2,84.99,5.41,"Alpha","api","baja","success"
7.71,11.6,117,2,78.02,14.19,"Beta","auth","alta","success"
16.23,10.61,101,1,73.43,16.63,"Beta","api","baja","success"
17.12,9.49,114,0,72.57,9.89,"Gamma","api","media","success"
15.15,5.5,119,1,77.86,8.12,"Gamma","api","alta","success"
7.11,7.38,116,1,93.76,4.24,"Alpha","ui","baja","success"
13.81,7.89,109,3,72.55,10.22,"Delta","api","baja","success"
16.6,8.37,158,5,93.93,9.11,"Beta","auth","alta","success"
12.67,10.79,107,2,54.57,1.22,"Beta","auth","baja","failed"
9.74,4.45,102,2,79.36,16.14,"Gamma","ui","alta","success"
7.66,4.61,120,3,100,2.48,"Alpha","api","media","success"
9.34,7.85,131,0,84.21,12.1,"Alpha","auth","baja","success"
14.86,4.32,110,0,60.13,27.77,"Delta","database","media","success"
10.27,10.79,120,6,94.64,1.45,"Delta","database","baja","success"
12.91,7.58,126,3,66.4,32.18,"Alpha","payments","baja","success"
17.18,1.27,117,3,79.84,10.67,"Delta","ui","baja","rolled_back"
14.31,7.4,104,1,91.38,4.72,"Beta","payments","alta","success"
17.46,8.53,112,5,68.31,6.67,"Gamma","ui","media","success"
5.19,6.07,117,1,75.81,14.58,"Beta","payments","media","success"
10.88,4.84,134,2,62.26,6.96,"Delta","auth","baja","success"
12.26,8.03,96,1,88.11,16.84,"Gamma","ui","baja","success"
14.31,11.06,107,1,79.83,12.28,"Delta","auth","alta","success"
7.32,6.8,115,3,83.22,2.35,"Gamma","ui","baja","success"
15.22,10.78,118,0,68.5,30.21,"Alpha","auth","baja","success"
13.23,11.5,130,0,69.42,2.24,"Gamma","ui","alta","success"
13.06,4.84,128,1,74.4,5.56,"Beta","payments","baja","success"
14.03,10.16,135,0,73.85,13.92,"Alpha","api","media","success"
11.53,7.73,120,2,73.84,27.86,"Beta","ui","baja","success"
15.7,8.61,118,0,71.57,10.51,"Delta","database","baja","success"
14.59,12.39,120,3,82.93,13.61,"Gamma","auth","media","rolled_back"
11.4,10.45,128,4,72.73,7.25,"Gamma","api","media","success"
16.16,6.79,131,2,70.25,20.43,"Alpha","ui","baja","success"
13.17,4.25,118,2,59.67,13.21,"Gamma","ui","media","success"
14.68,8.91,122,1,92.73,4.71,"Beta","api","media","success"
9.62,9.32,127,3,53.23,4.21,"Delta","ui","baja","success"
18.32,11.03,101,3,75.06,25.17,"Beta","payments","baja","success"
11.98,11.57,106,2,73.71,18.38,"Alpha","api","media","success"
15.39,8.54,106,0,82.53,5.46,"Alpha","auth","media","success"
11.6,8.42,123,6,67.75,6.63,"Alpha","database","alta","failed"
10.88,9.1,130,2,73.23,5.1,"Delta","database","media","success"
15.14,10.71,124,3,92.45,2.47,"Beta","database","media","success"
5.66,8.42,121,1,69.69,18.9,"Delta","payments","alta","failed"
13.91,7.03,96,2,55.63,7.12,"Alpha","auth","media","success"
13.57,5.36,114,3,95.87,3.79,"Delta","payments","baja","success"
1.22,8.03,104,2,83.3,27.09,"Delta","auth","alta","success"
13.47,7.96,112,2,71.26,14.76,"Gamma","api","baja","failed"
3.33,8,123,2,66.56,18.38,"Delta","api","crítica","success"
14.64,7.01,138,3,48.06,2.34,"Delta","api","baja","success"
10.18,6.52,130,4,89.38,14.65,"Beta","auth","media","success"
9.22,10.31,113,0,71.73,9.88,"Delta","payments","crítica","success"
11.97,7.64,127,5,52.51,22.66,"Delta","auth","media","success"
17.49,11.9,109,2,81.02,9.34,"Delta","database","baja","success"
9.46,6.04,119,4,84.34,1.14,"Alpha","payments","baja","rolled_back"
14.23,3.39,133,2,78.56,7.35,"Beta","ui","media","success"
13.36,7.6,115,2,82.41,13.38,"Alpha","api","crítica","success"
7.28,10.28,105,1,77.48,16.59,"Alpha","ui","alta","success"
5.04,7.62,128,0,91.42,16.93,"Delta","payments","baja","success"
4.03,4.05,110,0,82.47,9.09,"Delta","ui","media","success"
14.21,6.54,124,0,87.57,15.38,"Gamma","ui","media","success"
11.86,7.9,114,2,72.67,10.2,"Gamma","auth","media","success"
19.4,11.26,109,1,70.88,14.48,"Alpha","database","media","success"
14.29,10.81,124,5,89.84,8.7,"Delta","ui","media","success"
15.4,10.03,136,1,80.31,5.61,"Alpha","api","alta","success"
17.34,9.18,122,0,75.68,10.65,"Delta","database","media","success"
10,5.97,120,1,82.79,36.31,"Delta","ui","media","success"
14.04,10.03,99,1,71.09,19.03,"Beta","api","baja","success"
15.48,11.05,121,0,94.78,11.33,"Gamma","auth","alta","rolled_back"
17.48,9.86,100,3,62.17,7.85,"Alpha","ui","alta","success"
15.05,10.94,114,2,79.51,7.71,"Beta","auth","media","success"
13.68,8.76,133,0,81.09,16.43,"Beta","ui","media","success"
8.53,10.55,114,1,88.22,14.94,"Beta","database","media","success"
14.92,11.51,145,2,88.98,12.84,"Gamma","payments","media","success"
14,5.58,112,1,76.23,2.68,"Alpha","database","alta","success"
14.54,11.8,128,4,64.27,15.88,"Alpha","payments","alta","success"
13.69,9.91,104,6,82.73,7.93,"Gamma","payments","media","success"
11.19,9.76,117,0,88.48,13.11,"Gamma","api","media","failed"
11.69,8.18,132,0,81.9,8.62,"Alpha","payments","baja","success"
14.75,5.61,134,4,68.66,17.53,"Gamma","ui","alta","success"
12.69,4.87,122,0,78.67,25.27,"Beta","payments","media","success"
8.68,8.76,98,0,58.67,23.95,"Beta","ui","media","success"
10.84,7.64,124,5,78.11,7.37,"Delta","payments","alta","failed"
6.72,10.66,101,3,77.18,10.54,"Alpha","payments","baja","success"
8.13,7.96,118,1,86.86,6.8,"Beta","payments","media","failed"
11.42,7.07,119,1,70.1,3.29,"Beta","database","baja","success"
4.81,11.78,134,1,48.65,10.02,"Alpha","auth","media","rolled_back"
5.25,7.34,126,5,81.52,11.67,"Beta","ui","crítica","success"
16.41,6.31,108,1,66.3,6.36,"Alpha","ui","alta","success"
9.69,9.68,135,2,83.56,22.87,"Delta","ui","baja","success"
4.59,11.76,99,0,68.53,5.67,"Delta","auth","media","success"
11.55,5.56,125,7,65.19,18.28,"Delta","ui","crítica","failed"
17.28,7.32,125,6,75.03,30.56,"Beta","payments","baja","success"
14.65,7.14,128,0,58.43,11.4,"Beta","auth","media","success"
13.77,8.08,116,1,69.76,28.63,"Gamma","api","baja","success"
16.73,8.83,115,3,76.95,6.8,"Gamma","auth","media","success"
8.91,9.83,125,2,68.96,2.97,"Alpha","database","baja","success"
14.92,10.62,97,6,81.61,14.6,"Alpha","payments","crítica","success"
9.65,6.18,98,1,75.98,12.09,"Alpha","api","alta","success"
12,7.97,114,1,71.2,8.83,"Alpha","database","media","success"
20.86,9.97,122,3,91.17,7.23,"Beta","database","baja","success"
15.88,6.51,133,2,72.48,15.2,"Beta","database","media","failed"
15.07,9.14,134,2,75.27,8.63,"Delta","auth","baja","success"
7.57,12.36,110,2,83.39,6.71,"Alpha","api","baja","success"
8.86,4.64,108,4,91.59,9.78,"Beta","api","alta","success"
21.14,9.81,117,3,58.16,8.21,"Alpha","database","alta","success"
7.63,7.82,113,7,64.78,7.68,"Delta","ui","alta","success"
12.86,5.5,127,4,66.97,10.8,"Gamma","api","media","success"
15.57,8.66,132,0,81.66,10.58,"Delta","database","media","success"
16.08,7.88,124,2,76.6,6.1,"Gamma","database","media","success"
16.36,5.44,115,2,91.64,11.98,"Gamma","api","media","success"
11.35,8.05,110,0,63.65,11.67,"Beta","database","alta","failed"
8.72,9.46,136,1,76.77,19.62,"Delta","database","baja","success"
10.77,7.51,122,1,81.73,17.22,"Beta","auth","alta","failed"
8.39,12.49,128,2,53.59,5.23,"Delta","database","baja","success"
14.51,11.91,122,1,70.32,4.21,"Delta","database","crítica","success"
16.48,6.12,119,2,99.92,9.24,"Gamma","database","alta","success"
20.51,11.45,138,2,74.81,16.82,"Gamma","database","media","success"
13.46,11.15,127,5,72.89,10.56,"Beta","database","baja","success"
8.5,6.38,121,0,89.86,18.21,"Beta","api","baja","success"
16.1,11.92,113,5,87.72,7.46,"Gamma","ui","crítica","success"
15.62,12.16,126,1,87.39,3.9,"Alpha","api","media","success"
11.05,9.57,123,3,80.11,13.98,"Delta","ui","media","success"
5.77,10.23,152,4,74.4,9.17,"Beta","api","media","success"
15.05,5.47,111,2,85.31,9.3,"Delta","api","crítica","success"
16.52,12.66,126,2,82.74,9.35,"Gamma","payments","media","failed"
10.82,6.52,127,1,84.75,12.49,"Beta","database","media","success"
14.14,7.1,129,5,93.8,2.32,"Beta","auth","alta","success"
10.9,9.28,120,3,72.04,13.8,"Alpha","database","media","success"
14.73,8.26,102,2,57.57,13.4,"Delta","api","media","rolled_back"
11.53,12.21,113,2,51.66,10.97,"Gamma","database","media","success"
10.62,6.16,113,0,95.74,10.33,"Delta","database","media","success"
12.45,6.66,118,1,74.22,4.26,"Alpha","auth","alta","failed"
10.87,8.66,115,3,67.42,9.66,"Delta","database","media","success"
9.64,9.41,127,1,64.72,3.67,"Gamma","payments","crítica","success"
10.74,15.32,129,4,66.83,18.5,"Alpha","api","alta","success"
11.97,4.75,126,3,76.32,21.16,"Beta","api","alta","failed"
12.83,10.79,131,1,71.92,20.63,"Delta","ui","media","success"
18.13,10.22,134,1,65.7,10.14,"Delta","api","media","success"
6.57,10.76,114,1,75.46,7.52,"Delta","auth","baja","success"
11.2,4.83,136,0,85.52,9.12,"Gamma","auth","alta","success"
14.53,8.91,118,2,59.08,10.96,"Delta","auth","media","success"
19.05,6.76,124,1,100,36.14,"Beta","database","alta","success"
13.7,3.62,113,3,77.06,1.89,"Gamma","api","baja","rolled_back"
11.94,5.74,130,4,88.44,0.89,"Alpha","payments","media","success"
10.77,5.39,114,1,78.25,11.6,"Delta","database","crítica","success"
13.66,12.09,115,0,89.98,1.26,"Alpha","auth","alta","success"
15.96,6.23,127,3,90.98,31.83,"Beta","database","baja","rolled_back"
11.26,10.24,115,3,100,15.91,"Beta","ui","media","success"
12.66,9.51,121,3,67.88,8.34,"Delta","api","alta","success"
12.87,6.01,109,4,100,15.86,"Alpha","ui","baja","failed"
14.92,9.35,114,3,78.02,16.16,"Alpha","auth","alta","success"
16.45,9.39,120,4,73.74,27.09,"Gamma","api","alta","success"
13.12,5.12,110,0,42.35,26.62,"Gamma","database","media","success"
11.7,9.81,110,3,54.19,5.73,"Delta","database","baja","success"
17.58,7.99,116,1,74.56,4.26,"Alpha","payments","media","rolled_back"
12.66,7.4,132,0,84.31,8.95,"Alpha","database","media","success"
18.31,5.79,126,2,71.13,8.29,"Alpha","ui","crítica","success"
11.75,7.56,118,2,74.11,17.19,"Gamma","api","media","success"
14.46,5.29,110,3,65.85,10.36,"Beta","ui","baja","success"
5.82,7.94,103,0,99.45,23.23,"Gamma","database","alta","success"
11.55,7.67,139,1,65.08,12.13,"Delta","database","crítica","success"
11.91,7.39,122,1,83.66,5.53,"Gamma","ui","media","success"
8.97,10.78,114,2,80.19,28.66,"Delta","api","baja","success"
7.86,6.45,121,2,78.92,16.78,"Gamma","database","crítica","success"
15.79,7.67,120,1,82.66,10.48,"Gamma","payments","alta","success"
15.66,10.16,115,2,72.8,24.14,"Gamma","database","media","success"
6.81,11.3,108,3,81.28,14.95,"Beta","payments","media","success"
13.7,7.74,132,4,95.26,11.8,"Delta","ui","baja","failed"
7.55,8.16,117,2,74.92,20,"Alpha","ui","media","success"
7.8,10.75,117,2,93.12,19.49,"Alpha","api","baja","success"
14.1,8.8,122,1,72.46,5.63,"Alpha","database","alta","success"
9.26,8.83,161,2,76.41,4.05,"Beta","ui","media","success"
15.97,7.35,121,2,78.41,10.88,"Gamma","ui","media","success"
12.15,8.25,119,2,73.26,23.14,"Gamma","api","alta","success"
14.14,8.02,121,2,74.29,5.08,"Delta","auth","media","success"
9.91,9.44,108,2,81.69,11.58,"Delta","ui","alta","success"
7.4,7.64,119,2,55.39,27.13,"Delta","ui","baja","success"
15.66,7.23,122,1,99.92,11.14,"Alpha","api","crítica","success"
12.95,7.81,122,0,75.86,11.84,"Gamma","ui","baja","failed"
11.04,6.85,120,0,82.37,6.38,"Delta","auth","baja","success"
12.28,11.87,127,1,82.65,4.86,"Beta","payments","baja","success"
17.3,5.35,115,0,87.95,4.59,"Alpha","api","media","success"
9.21,11.03,122,3,61.17,11.95,"Gamma","ui","alta","success"
9,7.97,106,3,79,0.57,"Alpha","database","baja","success"
9.52,2.95,122,1,85.27,15.35,"Gamma","auth","media","success"
5.66,6.64,121,5,84.01,11.55,"Beta","ui","baja","success"
15.28,10.89,146,3,79.21,6.43,"Alpha","ui","media","success"
12.77,4.77,117,1,64.79,19.01,"Alpha","auth","media","success"
12.83,8.33,121,2,74.61,17.5,"Beta","payments","media","success"
11.83,4.93,129,1,49.06,5.71,"Alpha","database","media","success"
9.96,8.2,105,1,77.98,19.03,"Alpha","api","media","success"
8.71,10.56,120,2,84.1,42.7,"Beta","api","alta","success"
15.41,7.49,111,1,71.68,16.02,"Gamma","auth","media","success"
6.3,10.39,129,3,95.3,15.32,"Delta","database","baja","success"
13.76,9.82,101,3,69.75,31.48,"Beta","auth","media","success"
8.83,11.02,133,1,77.75,26.22,"Gamma","database","crítica","success"
13.13,11.33,101,2,92.57,28.66,"Delta","ui","media","failed"
9.04,10.5,116,1,79.2,12.14,"Alpha","database","alta","success"
9.91,8.98,117,4,51.64,14.45,"Delta","ui","alta","rolled_back"
19.08,8.16,115,1,78.23,21.86,"Delta","ui","baja","success"
14.67,8.34,119,1,79.86,13.53,"Alpha","api","media","success"
3.42,8.91,111,3,72.83,27.63,"Beta","auth","baja","success"
12.51,5.75,154,0,80.55,8.7,"Beta","payments","media","success"
10.19,6.51,135,4,90.7,15.48,"Gamma","auth","baja","success"
7.45,6.75,136,2,79.28,20.51,"Beta","payments","media","success"
12.84,6.69,112,2,66.56,14.56,"Beta","auth","media","success"
12.52,7.3,135,3,94.83,6.78,"Gamma","auth","media","success"
10.69,7.86,119,3,100,4.03,"Alpha","payments","alta","success"
19.89,6.01,89,2,88.82,14.08,"Gamma","api","baja","success"
3.01,2.41,113,0,84.52,8,"Alpha","auth","media","success"
15.35,13.04,118,1,75.24,19.39,"Delta","ui","alta","failed"
10.84,5.96,118,1,63,9.55,"Alpha","auth","media","success"
14.63,10.56,128,3,79.7,10.76,"Beta","ui","crítica","rolled_back"
10.18,6.46,125,0,63.21,8.01,"Alpha","api","media","failed"
9.62,9.25,117,1,85.51,18.22,"Alpha","api","media","success"
5.16,7.66,107,0,89.44,2.92,"Beta","payments","media","success"
11.16,9.5,118,3,88.13,13.46,"Beta","auth","crítica","success"
21.91,3.38,125,0,86.02,11.66,"Alpha","api","media","success"
15.96,8.59,119,1,79.88,15.9,"Alpha","auth","baja","success"
18.7,7.63,129,3,85.24,22.31,"Delta","payments","baja","success"
15.66,11.47,135,0,97.37,17.83,"Alpha","auth","media","success"
16.58,7.17,124,1,78.59,15.08,"Gamma","payments","crítica","success"
15.61,7.03,118,0,99.36,36.38,"Delta","ui","alta","success"
13.9,3.4,114,2,74.96,35.99,"Alpha","auth","media","success"
9.67,8.41,138,1,98.71,4.02,"Beta","auth","media","success"
9.87,9.55,123,2,79.89,11.79,"Delta","ui","media","success"
5.6,7.41,118,2,86.84,7.8,"Beta","ui","alta","failed"
11.98,6.54,119,0,72.68,16.34,"Beta","database","media","success"
15.6,8.9,113,3,66.14,10.32,"Alpha","api","alta","failed"
16.13,5.01,126,2,72.98,11.59,"Delta","payments","baja","failed"
12.38,8.79,126,1,82.2,15.21,"Gamma","api","alta","success"
9.81,10.53,98,4,71.64,3.51,"Alpha","payments","media","success"
25.16,7.59,116,0,94.51,18.25,"Delta","database","alta","success"
14.95,7.03,109,2,90.68,22.07,"Beta","database","alta","success"
17.68,7.13,127,2,85.29,2.06,"Gamma","auth","crítica","success"
10.65,9.21,142,2,72.84,4.87,"Beta","database","media","success"
11.85,4.82,131,1,82.07,1.67,"Beta","payments","baja","success"
13.79,5.89,126,2,75.59,26.3,"Gamma","database","media","rolled_back"
18.71,4.27,128,2,97.87,7.25,"Beta","database","alta","success"
10.75,7.33,105,1,69.65,10.5,"Alpha","database","media","success"
15.41,7.91,125,3,80.52,9.17,"Gamma","api","alta","success"
3.62,8.22,104,2,70.3,20.56,"Alpha","payments","baja","success"
9.97,7.58,132,0,83.86,15.02,"Beta","auth","crítica","success"
6.83,3.43,125,2,100,26.4,"Alpha","database","baja","success"
16.45,4.81,105,0,81.05,12.19,"Gamma","ui","alta","success"
11.34,7.26,124,2,80.31,9.1,"Gamma","auth","media","failed"
10.44,8.69,115,2,83.22,16.09,"Alpha","api","crítica","success"
17.48,8.47,113,1,76.86,23.92,"Beta","api","media","success"
16.47,5.38,114,1,97,16.44,"Delta","auth","media","success"
8.41,10.55,125,1,76.91,20.72,"Beta","database","alta","success"
13.71,8.11,127,3,76.26,21.8,"Alpha","auth","baja","success"
7.09,7.13,99,7,83.47,6.54,"Delta","database","crítica","success"
10.1,8.67,110,3,78.76,22.8,"Beta","payments","baja","failed"
